source,target
4rrud4,marcosaraujjoo
LuanBrenodaSil3,JoaquinTeixeira
euvaldojr,Suzano_info
meihirataa,WillianWillCG
katiymaia,lazarorosa25
_FlavisCarvalho,consallys
vini__vargas,Danicarlasou
_FlavisCarvalho,cervejadgarrafa
JosDonizettiVi3,CornetaCritica
_FlavisCarvalho,euailze
MeirielynBueno,Sampafalke
_FlavisCarvalho,DREEZ_171
Ohannaa98,QuerenMenezes
_FlavisCarvalho,buarqueana13
LKurudez,_Janoninho
_FlavisCarvalho,joaodomenech
Ohannaa98,LucianaSV29
katiymaia,marcosaraujjoo
_FlavisCarvalho,nadiaprado7
CValgueredo,CornetaCritica
LIMONGES1,vanzuty
katiymaia,CarlosS48442375
Elizabe06814312,izaiaasp
katiymaia,joaodomenech
AzMinhoka,JoaquinTeixeira
juracema_de,lazarorosa25
PatriaAmada0709,FelipZimmer
AndreaconradoO,MarcelaSaraivas
_FlavisCarvalho,claudiofalatudo
analucia3g,RonnyCombate
AndreaconradoO,lazarorosa25
katiymaia,lolaescreva
bpdanielrocha,BrunoCalixto22
AndreaconradoO,consallys
Elizabe06814312,willmourds
AndreaconradoO,cesarcalejon1
4rrud4,joaodomenech
Dougz_CR,WillianWillCG
Rosani15245257,Adriana_SNN
Dougz_CR,Priscil10056408
TEATRO1994,lazarorosa25
Darlyng1419,CinthiaMagal
jeannyy,lazarorosa25
bpdanielrocha,Kaiqueporto32
jeannyy,cesarcalejon1
claricekrohn,Suzano_info
SANDRACARMELINA,FelipZimmer
Almir_del,lazarorosa25
SANDRACARMELINA,Wallcostajf
Elizabe06814312,euquerenh
jeannyy,consallys
SANDRACARMELINA,KaiolOof
lidibatidao,marcosaraujjoo
jeannyy,_Janoninho
LIMONGES1,eoliveira2003
jeannyy,nadiaprado7
miriana_martins,buarqueana13
jeannyy,cervejadgarrafa
marciacamargo12,CinthiaMagal
ElianeAugusta,euailze
Bete90071388,cesarcalejon1
bpdanielrocha,MauricioCostaRS
ElianeAugusta,cervejadgarrafa
jeannyy,_Janoninho
ElianeAugusta,daniduncan
jeannyy,euailze
jeannyy,DREEZ_171
Darlyng1419,Wallcostajf
jeannyy,MarcelaSaraivas
Elizabe06814312,RejaneBP38
claricekrohn,Wallcostajf
MarioZocc,_Janoninho
ElianeAugusta,nostrendsbrasil
Dougz_CR,Wallcostajf
Catarina_47,joaodomenech
MeirielynBueno,belcrischagas
ElianeAugusta,cesarcalejon1
PatriaAmada0709,JoaquinTeixeira
ElianeAugusta,joaodomenech
Robson_Cucco,MauricioCostaRS
carlostaurus99,EdsonFilho74
Elizabe06814312,AndreLuisfr22
rooseveltribam3,_Janoninho
ElianeAugusta,nadiaprado7
PatriaAmada0709,DCDM115
carlostaurus99,RonnyCombate
RegBRAJP,marcosaraujjoo
LirioLirioli,marcosaraujjoo
ElianeAugusta,_Janoninho
symone56288131,Luisoli21929060
PloshCamila,JoaquinTeixeira
ElianeAugusta,CornetaCritica
GleicianySilv17,JoaquinTeixeira
GleicianySilv17,Luisoli21929060
symone56288131,UdaJuris2022
AstralSandro,joaodomenech
MarcoRS1984,_Janoninho
KathalinyMedei1,marianelazaro
AG21D,mjmacul_lima
PloshCamila,BrunoCalixto22
MDu2022,joaodomenech
RegBRAJP,EdsonFilho74
anabelarosa8,_Janoninho
MeirielynBueno,WillianWillCG
PatriaAmada0709,CinthiaMagal
RoMoraess2,MarcelaSaraivas
_Fran_Marinha,MARECHAL1995
AishaJanne,lazarorosa25
PloshCamila,CinthiaMagal
Ritadec43525725,Kaiqueporto32
MDu2022,zurenemanique
carlostaurus99,MarcianoBrito13
RoMoraess2,lazarorosa25
tudodiatodo,lazarorosa25
tudodiatodo,DREEZ_171
Ritadec43525725,Suzano_info
Patrcia01777362,_Janoninho
tudodiatodo,euailze
Snia54763231,MauricioCostaRS
meihirataa,lugubremonotomo
analucia3g,_Janoninho
RegBRAJP,MarcianoBrito13
tudodiatodo,MarcelaSaraivas
LirioLirioli,OBrizolulista
LirioLirioli,Neg_POETA
PatriaAmada0709,Kaiqueporto32
Ritadec43525725,JoaquinTeixeira
Almir_del,consallys
Almir_del,DREEZ_171
thymarirochagm1,EdsonFilho74
Ritadec43525725,CinthiaMagal
RoMoraess2,buarqueana13
PloshCamila,Wallcostajf
BertoniLeo,JoaquinTeixeira
Almir_del,euailze
thymarirochagm1,RonnyCombate
AnaRuthAlmeida1,_Janoninho
RoMoraess2,joaodomenech
bpdanielrocha,cardoso_boni
AnderTorres5,MauricioCostaRS
bpdanielrocha,AspasDireita
RegBRAJP,_Janoninho
RoMoraess2,nadiaprado7
RegBRAJP,consallys
KathalinyMedei1,JoaquinTeixeira
BrunoMo29834017,goncalves273
RegBRAJP,DREEZ_171
Almir_del,joaodomenech
dianetagarro,Luisoli21929060
RoMoraess2,oicram2016
bpdanielrocha,patriamada07
RegBRAJP,cervejadgarrafa
KathalinyMedei1,FelipZimmer
RegBRAJP,euailze
symone56288131,Wallcostajf
AishaJanne,nadiaprado7
Ritadec43525725,KaiolOof
RegBRAJP,daniduncan
PatrciaRoberia,MarcelaSaraivas
RoMoraess2,EdsonFilho74
RegBRAJP,MarcelaSaraivas
bpdanielrocha,E_PaKabah
BrunoMo29834017,lugubremonotomo
RegBRAJP,_Janoninho
PatrciaRoberia,cesarcalejon1
AishaJanne,joaodomenech
thymarirochagm1,MarcelaSaraivas
PatrciaRoberia,consallys
RegBRAJP,claudiofalatudo
Almir_del,nadiaprado7
meihirataa,LeoewalF
thymarirochagm1,lazarorosa25
PatrciaRoberia,DREEZ_171
InesveronicaDe2,joaodomenech
RegBRAJP,cesarcalejon1
AnaRuthAlmeida1,_Janoninho
PloshCamila,vanete_araujo
PatrciaRoberia,cervejadgarrafa
RegBRAJP,buarqueana13
InesveronicaDe2,buarqueana13
eduzanete,_Janoninho
Almir_del,buarqueana13
BobNoza,consallys
RegBRAJP,nadiaprado7
eduzanete,_Janoninho
RegBRAJP,CornetaCritica
RobenildoOlive7,BrunoCalixto22
PatrciaRoberia,euailze
RegBRAJP,_Janoninho
BobNoza,marcosaraujjoo
AishaJanne,claudiofalatudo
helisimulator,lira9344529
AnaRuthAlmeida1,lazarorosa25
RegBRAJP,simonegmoreno
bpdanielrocha,LueltonB
RegBRAJP,lazarorosa25
PatrciaRoberia,buarqueana13
4rrud4,lazarorosa25
RegBRAJP,CrisSilvaSJC
RegBRAJP,OBrizolulista
carlosmouramelo,cervejadgarrafa
BobNoza,cervejadgarrafa
eduzanete,cesarcalejon1
Ritadec43525725,GleissonOpus
RegBRAJP,cassiooliveir_
RegBRAJP,joaodomenech
LirioLirioli,marcosaraujjoo
carlosmouramelo,buarqueana13
carlostaurus99,MarcelaSaraivas
RegBRAJP,DielNascimento4
anabelarosa8,_Janoninho
EdsonRo82470791,vanete_araujo
bpdanielrocha,Julyanaadm
AishaJanne,cassiooliveir_
Almir_del,DielNascimento4
carlosmouramelo,MarcelaSaraivas
Patrcia01777362,_Janoninho
LirioLirioli,OBrizolulista
luzia_teofilo,FelipeFrazaorj
carlosmouramelo,nadiaprado7
RegBRAJP,RonnyCombate
PatrciaRoberia,lazarorosa25
RegBRAJP,CornetaCritica
AishaJanne,JosDonizettiVi3
carlostaurus99,cesarcalejon1
RegBRAJP,adamoantonioni
carlosmouramelo,DREEZ_171
Carlaprincesa3,FelipZimmer
conciliele,adamoantonioni
RegBRAJP,joaodomenech
carlosmouramelo,joaodomenech
carlostaurus99,consallys
meihirataa,GgmAndrews
carlostaurus99,_Janoninho
carlosmouramelo,_Janoninho
LirioLirioli,OBrizolulista
Bete90071388,EdsonFilho74
luzia_teofilo,rexbonafide
carlostaurus99,nadiaprado7
LirioLirioli,marcosaraujjoo
carlosmouramelo,daniduncan
Carlaprincesa3,Wallcostajf
lidibatidao,_Janoninho
Malu230711,GgmAndrews
luzia_teofilo,alexfmotta
carlosmouramelo,joaodomenech
eduzanete,lazarorosa25
carlosmouramelo,euailze
carlosmouramelo,joaodomenech
Claudia94622157,lazarorosa25
Luizcar20598106,_Janoninho
CarlosgomesMir2,JoaquinTeixeira
Ritadec43525725,um_forte
Bete90071388,RonnyCombate
SoraiaHidalgo,Kaiqueporto32
Ritadec43525725,goncalves273
DeiaContin,JoaquinTeixeira
AyltonBaptista,_Janoninho
Ritadec43525725,lugubremonotomo
4rrud4,cunha_dil
Ritadec43525725,MarloneBHMG
Patrcia01777362,LucianaMSSanch1
Patrcia01777362,_Janoninho
PatriaAmada0709,John_N4varro
bot_corno,mharcu_
PatriaAmada0709,Luisoli21929060
BobNoza,RonnyCombate
monteiro_marci,JoaquinTeixeira
Patrcia01777362,_Janoninho
francimary123,AMaluan2022
alexandrarubima,lazarorosa25
PatriaAmada0709,Lindasod
AndreaC84000405,cervejadgarrafa
Catarina_47,joaodomenech
Carlaprincesa3,CinthiaMagal
luzia_teofilo,E_PaKabah
AndreaC84000405,claudiofalatudo
luzia_teofilo,willmourds
AndrRgo1,consallys
Prithyprea,Danicarlasou
AndreaC84000405,marcosaraujjoo
AndrRgo1,DREEZ_171
AndrRgo1,claudiofalatudo
MercyCordeiro,marcosaraujjoo
M43517356Maria,UdaJuris2022
AndrRgo1,euailze
GeovannyLucas8,lazarorosa25
AndrRgo1,daniduncan
JoseAnd02793053,EdsonFilho74
BertoniLeo,JoaquinTeixeira
MarceloGouvea20,vanete_araujo
AndrRgo1,MarcelaSaraivas
paulophb57,_Janoninho
AndrRgo1,buarqueana13
AndrRgo1,joaodomenech
JoseAnd02793053,RonnyCombate
AndrRgo1,cesarcalejon1
PatriaAmada0709,Edu210670
AndrRgo1,nadiaprado7
AndrRgo1,EdsonFilho74
eduzanete,_Janoninho
hiago9911,EdsonFilho74
Ohannaa98,Emerson_sincero
anabelarosa8,_Janoninho
Ohannaa98,FranLSNeto
MarcoRS1984,_Janoninho
PatriaAmada0709,joaovoltou
Almir_del,CornetaCritica
Ohannaa98,BarretoAdriana6
AndrRgo1,joaodomenech
AndrRgo1,_Janoninho
vaz_eunice,MarcelaSaraivas
Ohannaa98,w_vichiolli
andremaquieira,FelipZimmer
AndrRgo1,_Janoninho
Ohannaa98,JulianaAmorasP
KathalinyMedei1,Suzano_info
monteiro_marci,KaiolOof
Almir_del,joaodomenech
Ohannaa98,app_viana
monteiro_marci,Suzano_info
M43517356Maria,CinthiaMagal
AndrRgo1,DielNascimento4
Ohannaa98,aDaniCensurada
AndrRgo1,CarlosS48442375
AndrRgo1,cervejadgarrafa
AndrRgo1,CrisSilvaSJC
Almir_del,CarlosS48442375
vaz_eunice,daniduncan
AndrRgo1,joaodomenech
AndrRgo1,joaodomenech
Mamarjl,marcosaraujjoo
picrogo,consallys
Veroavrib,MarcelaSaraivas
AndrRgo1,cassiooliveir_
vaz_eunice,buarqueana13
AndrRgo1,OBrizolulista
juracema_de,_Janoninho
SEMPREGALO5,JoaquinTeixeira
Almir_del,daniduncan
vaz_eunice,nadiaprado7
nsejalienado,MauricioCostaRS
AndrRgo1,RonnyCombate
AzMinhoka,FelipZimmer
Veroavrib,lazarorosa25
nsejalienado,vanete_araujo
MarceloGouvea20,Livco
AndrRgo1,oicram2016
Veroavrib,cervejadgarrafa
MarcianoBrito13,OsBrizolistas
PauloBragaJr1,BrunoCalixto22
AndrRgo1,CornetaCritica
InesveronicaDe2,joaodomenech
LiberdadeSOSFA,Danicarlasou
analucia3g,lazarorosa25
AndrRgo1,MarcianoBrito13
vaz_eunice,EdsonFilho74
AndrRgo1,adamoantonioni
vaz_eunice,joaodomenech
MarceloGouvea20,John_N4varro
AndrRgo1,M_Cristian18
Veroavrib,DREEZ_171
Mamarjl,marcosaraujjoo
AndrRgo1,_Janoninho
MarceloGouvea20,camilapa21
PauloBragaJr1,Luisoli21929060
AndrRgo1,MarcianoBrito13
AndrRgo1,marcosaraujjoo
wacolan,JoaquinTeixeira
Mamarjl,OBrizolulista
Camisa_amarela3,Elainnefaria1
AndrRgo1,gonagipe
CintiaSAMello,BrunoCalixto22
DeiaContin,MauricioCostaRS
RosaEmilene,BrunoCalixto22
AndrRgo1,CarlucciMurilo
vaz_eunice,OsBrizolistas
AndrRgo1,AngelJones_13
SoniaKraucher,lazarorosa25
AndrRgo1,_Janoninho
vaz_eunice,joaodomenech
AndrRgo1,marcosaraujjoo
AndrRgo1,CornetaCritica
lelacohen,UdaJuris2022
AndrRgo1,MarcianoBrito13
AUGUSTOBISPO01,Elainnefaria1
monteiro_marci,vanzuty
AndrRgo1,zurenemanique
analucia3g,_Janoninho
AndrRgo1,JosDonizettiVi3
clarahcantunes,vanzuty
ailtoncasares1,_Janoninho
AndrRgo1,didizinhailha
Veroavrib,nadiaprado7
Almir_del,zurenemanique
AndrRgo1,OBrizolulista
clarahcantunes,PatriaAmada0709
AndrRgo1,_Janoninho
ANTONIOCAJNIOR1,joaodomenech
AndreiaPatroci2,marcosaraujjoo
AndreiaPatroci2,marcosaraujjoo
AndrRgo1,ElzaAugusta
AndrRgo1,winsletpaulson
AUGUSTOBISPO01,MauricioCostaRS
RosaEmilene,FelipZimmer
AUGUSTOBISPO01,Suzano_info
wacolan,Suzano_info
conciliele,marcosaraujjoo
AndrRgo1,giordano_girl
AndrRgo1,LulaSilvaLivre
M43517356Maria,JoaquinTeixeira
clarahcantunes,mjmacul_lima
wacolan,FelipZimmer
clarahcantunes,Sampafalke
M43517356Maria,vanete_araujo
clarahcantunes,Oconservador38
monteiro_marci,WillianWillCG
TEATRO1994,MarcelaSaraivas
AndrRgo1,joaodomenech
djferne2022,BrunoCalixto22
M43517356Maria,JoaquinTeixeira
AUGUSTOBISPO01,Danicarlasou
AndrRgo1,TiciaEvans
Almir_del,ElzaAugusta
AndrRgo1,CrisSilvaSJC
RayaneRengifo,CinthiaMagal
monteiro_marci,DCDM115
SoniaKraucher,_Janoninho
djferne2022,Suzano_info
monteiro_marci,AppelLuciano
alexalves198889,FelipZimmer
monteiro_marci,MarloneBHMG
AndrRgo1,kelvin_a10
clarahcantunes,PatriaAmada0709
LKurudez,_Janoninho
monteiro_marci,lugubremonotomo
Patrcia01777362,_Janoninho
alexalves198889,Wallcostajf
monteiro_marci,Karinegtoledo
igorxps_,BrunoCalixto22
MarcoRS1984,_Janoninho
MissRosyF,EduPatricioSP
Almir_del,JosDonizettiVi3
kerssia10,lazarorosa25
djferne2022,aro_marcia
kerssia10,consallys
EriveltonPaixao,Danicarlasou
CintiaSAMello,Wallcostajf
RSPeres2,JoaquinTeixeira
EriveltonPaixao,CinthiaMagal
kerssia10,DREEZ_171
Almir_del,joaodomenech
kerssia10,euailze
_kleber_silva,consallys
kerssia10,MarcelaSaraivas
AnaRuthAlmeida1,_Janoninho
Bete90071388,mharcu_
Almir_del,gonagipe
carlosrafer,lazarorosa25
fabimazzeron,BrunoCalixto22
_kleber_silva,joaodomenech
elianefernandas,marcosaraujjoo
TysudaLuiz,well_scosta
Tricolorspfc00,LucianaSV29
kerssia10,joaodomenech
Astuto31111581,joaodomenech
mariaau15487649,RejaneBP38
_kleber_silva,CarlosS48442375
AndreiaPatroci2,RonnyCombate
fabimazzeron,DCDM115
anpgo,lazarorosa25
_kleber_silva,_Janoninho
twitLacro,JoaquinTeixeira
_kleber_silva,MarcelaSaraivas
fabimazzeron,JoaquinTeixeira
Ravelo_Mortimer,Suzano_info
MarioZocc,_Janoninho
fabimazzeron,UdaJuris2022
anpgo,joaodomenech
_kleber_silva,nadiaprado7
Almir_del,winsletpaulson
jchaves1111,vanzuty
conciliele,Sampafalke
cesarduduca,consallys
_kleber_silva,joaodomenech
ClaudiaGean5,FelipZimmer
Soraya41633025,joaodomenech
_kleber_silva,OBrizolulista
SOS_FFAA_2023,claudiofalatudo
SOS_FFAA_2023,UdaJuris2022
cesarduduca,DREEZ_171
myagaucha,BrunoCalixto22
AndreiaPatroci2,EdsonFilho74
clarahcantunes,NikoIasFerreira
SOS_FFAA_2023,Wallcostajf
M43517356Maria,BarretoAdriana6
Soraya41633025,_Janoninho
MarcoRS1984,_Janoninho
_kleber_silva,RonnyCombate
InesveronicaDe2,CornetaCritica
cesarduduca,lolaescreva
EriveltonPaixao,lugubremonotomo
Murilr85652911,Kaiqueporto32
cesarduduca,OBrizolulista
EriveltonPaixao,John_N4varro
SOS_FFAA_2023,aro_marcia
paulophb57,_Janoninho
4rrud4,cunha_dil
Ravelo_Mortimer,JoaquinTeixeira
_kleber_silva,CrisSilvaSJC
_kleber_silva,CornetaCritica
carlosrafer,MarcianoBrito13
analucasdel,lazarorosa25
Murilr85652911,Suzano_info
Ravelo_Mortimer,Karinegtoledo
carlosmouramelo,_Janoninho
_kleber_silva,_Janoninho
Claudia94622157,joaodomenech
_kleber_silva,oicram2016
monteiro_marci,julyylacerda
Murilr85652911,UdaJuris2022
carlosrafer,joaodomenech
lelacohen,JoaquinTeixeira
EriveltonPaixao,Karinegtoledo
_kleber_silva,M_Cristian18
cesarduduca,ElzaAugusta
AnaRuthAlmeida1,_Janoninho
analucasdel,_Janoninho
Annotata1,Suzano_info
_kleber_silva,MarcianoBrito13
monteiro_marci,LidiaConta
_kleber_silva,CornetaCritica
rooseveltribam3,joaodomenech
_kleber_silva,_Janoninho
GigiSan18731665,BrunoCalixto22
Almir_del,fonncllau10
_kleber_silva,OceanAlves
_kleber_silva,sorayabborges
Fabola07797913,_Janoninho
monteiro_marci,belcrischagas
SOS_FFAA_2023,lugubremonotomo
_kleber_silva,OsBrizolistas
SOS_FFAA_2023,BarretoAdriana6
MissRosyF,Tio_Mou
MarioZocc,_Janoninho
Annotata1,FelipZimmer
keissy_karla,Kaiqueporto32
lelacohen,THECarluxo
Murilr85652911,FelipZimmer
CELSORICARDOLo6,JoaquinTeixeira
Almir_del,_Janoninho
GigiSan18731665,FelipZimmer
keissy_karla,Luisoli21929060
Murilr85652911,JoaquinTeixeira
Ravelo_Mortimer,FelipZimmer
GigiSan18731665,JoaquinTeixeira
ClaudiaGean5,DCDM115
Bete90071388,DielNascimento4
NatyeMew,MauricioCostaRS
clarahcantunes,gabrielpaulo221
NatyeMew,BrunoCalixto22
Almir_del,TiciaEvans
jemiliosilva7,MauricioCostaRS
adsrocha6,joaodomenech
CelloCastro,lazarorosa25
Antonio22759110,JoaquinTeixeira
Ravelo_Mortimer,Felipefaria777
NatyeMew,linapaulaqueir1
EriveltonPaixao,DCDM115
AndreiaPatroci2,MarcianoBrito13
Annotata1,UdaJuris2022
PrimilaMaria,marcosaraujjoo
Fabola07797913,_Janoninho
NatyeMew,gabrielpaulo221
roberto14874577,Danicarlasou
Ravelo_Mortimer,almacigana7
marinezteixeir1,JoaquinTeixeira
FELIPE15109281,marcosaraujjoo
Astuto31111581,joaodomenech
klausadico,AppelLuciano
anpgo,ElzaAugusta
anpgo,CrisSilvaSJC
ProsecutorMaste,EdsonFilho74
lelacohen,guto_mendez2
Antonio22759110,Suzano_info
cypher4protect,JoaquinTeixeira
klausadico,BrunoCalixto22
bubuzinha,OsBrizolistas
Ravelo_Mortimer,KaiolOof
eliasoliveiradm,UdaJuris2022
alexalves198889,aro_marcia
bubuzinha,sorayabborges
klausadico,CinthiaMagal
Murilr85652911,BarretoAdriana6
Astuto31111581,consallys
anpgo,SamuraiChines
analucasdel,_Janoninho
Luizcar20598106,Dan_SK
klausadico,lugubremonotomo
analucasdel,DREEZ_171
Antonio22759110,Wallcostajf
HelioKieras,FelipZimmer
Soraya41633025,EdsonFilho74
klausadico,Suzano_info
Guilher35734223,MauricioCostaRS
PrimilaMaria,euailze
klausadico,KaiolOof
cypher4protect,Wallcostajf
Soraya41633025,RonnyCombate
Claudia94622157,cesarcalejon1
PrimilaMaria,MarcelaSaraivas
Viviane65301340,Danicarlasou
bozo_bot,marcosaraujjoo
vaz_eunice,euailze
PrimilaMaria,daniduncan
klausadico,goncalves273
SilvaRilana,julyylacerda
vaz_eunice,_Janoninho
PrimilaMaria,_Janoninho
klausadico,WillianWillCG
AnnieDuarte14,um_forte
sheila_sadaf,Suzano_info
PrimilaMaria,buarqueana13
klausadico,MarloneBHMG
clarahcantunes,SillvaDanizinha
PrimilaMaria,cesarcalejon1
Viviane65301340,Wallcostajf
EriveltonPaixao,izaiaasp
sheila_sadaf,JoaquinTeixeira
SoniaKraucher,_Janoninho
Murilr85652911,marianelazaro
M43517356Maria,arilluz
antuerpiallana,MauricioCostaRS
klausadico,gabrielpaulo221
Augustogilbucze,FelipZimmer
vaz_eunice,MarcianoBrito13
michelle_psg,Danicarlasou
zz4fap,claudiofalatudo
vaz_eunice,joaodomenech
NatyeMew,joelmonteyro
Izabelbelel1,JoaquinTeixeira
AndrezaMarks,JoaquinTeixeira
SilvaRilana,almacigana7
EdsonRo82470791,Kaiqueporto32
zz4fap,marcosaraujjoo
vaz_eunice,zurenemanique
zz4fap,consallys
MarioZocc,_Janoninho
Soraya41633025,MarcianoBrito13
SilvaRilana,Douglasvet33
vaz_eunice,MarcianoBrito13
EurivaldoLima10,_Janoninho
Murilr85652911,MarloneBHMG
zz4fap,cervejadgarrafa
NatyeMew,marcoaurelio969
EurivaldoLima10,_Janoninho
Murilr85652911,rexbonafide
Flavioh007,Tio_Mou
klausadico,um_forte
EdsonRo82470791,UdaJuris2022
Murilr85652911,John_N4varro
eduzanete,_Janoninho
SilvaRilana,Andrisa01
TEATRO1994,euailze
michelle_psg,Wallcostajf
elibarbosa1212,_Janoninho
facchini_r,JoaquinTeixeira
conciliele,queenvermelha13
DKen79857614,Suzano_info
marinezteixeir1,Luisoli21929060
jchaves1111,BolsonaroNews22
carlosrafer,MarcianoBrito13
zz4fap,CrisSilvaSJC
marinezteixeir1,Edu210670
PolimLimeira,Wallcostajf
Murilr85652911,izaiaasp
EurivaldoLima10,RonnyCombate
DelmaGodoy,PauloRo67507775
marinezteixeir1,UdaJuris2022
eduzanete,queenvermelha13
AndreiaPatroci2,consallys
SeSodyne,Danicarlasou
vitofeliccio,JoaquinTeixeira
Soraya41633025,marcosaraujjoo
AndreiaPatroci2,_Janoninho
TEATRO1994,MarcianoBrito13
DavidSa35681946,claudiofalatudo
AndrezaMarks,Wallcostajf
AndreiaPatroci2,lolaescreva
michelle_psg,gabrielpaulo221
marinezteixeir1,vanete_araujo
clarahcantunes,Tricolorspfc00
vaz_eunice,CrisSilvaSJC
arquitetobraga,JoaquinTeixeira
AndreiaPatroci2,nadiaprado7
analucasdel,kelvin_a10
Murilr85652911,eoliveira2003
Fabiana29202402,cervejadgarrafa
AndreiaPatroci2,euailze
mluiza1216,Tio_Mou
vaz_eunice,lucivaniasousa
Vinh1Patriciamp,Kaiqueporto32
AndreiaPatroci2,DREEZ_171
vitofeliccio,LeoniceMariana1
Karina42097974,MauricioCostaRS
AndreiaPatroci2,cervejadgarrafa
elA58735258,Suzano_info
EurivaldoLima10,joaodomenech
Sabelhinhaa,_Janoninho
M43517356Maria,PatriaAmada0709
AndreiaPatroci2,MarcelaSaraivas
Guirodox_,lazarorosa25
Sabelhinhaa,_Janoninho
jean_c_d_,JoaquinTeixeira
AndreiaPatroci2,claudiofalatudo
Guirodox_,euailze
vaz_eunice,kelvin_a10
AndreiaPatroci2,_Janoninho
mauriliofc,MauricioCostaRS
AndreiaPatroci2,_Janoninho
ProsecutorMaste,DREEZ_171
CELSORICARDOLo6,julyylacerda
AndreiaPatroci2,cesarcalejon1
RenildoBrito5,Suzano_info
elA58735258,Danicarlasou
AnnieDuarte14,sueli06832725
CValgueredo,DREEZ_171
Wagnerhipolito6,JoaquinTeixeira
Fabiana29202402,joaodomenech
Wagnerhipolito6,Danicarlasou
elibarbosa1212,_Janoninho
RobenildoOlive7,Danicarlasou
Murilr85652911,PauloRo67507775
arquitetobraga,Wallcostajf
vaz_eunice,joaodomenech
CELSORICARDOLo6,HelenaMeis
ac13131313,_Janoninho
RobenildoOlive7,Suzano_info
AndreiaPatroci2,DielNascimento4
elibarbosa1212,LucianaMSSanch1
marinezteixeir1,botdosul
JAIRNUBIALIMA,Suzano_info
CELSORICARDOLo6,Livco
CARMO10813969,marianelazaro
CELSORICARDOLo6,willmourds
AndreiaPatroci2,CrisSilvaSJC
BobNoza,_Janoninho
CELSORICARDOLo6,belcrischagas
zz4fap,RonnyCombate
oiii__rodrigo,lazarorosa25
AndreiaPatroci2,lazarorosa25
Sabelhinhaa,_Janoninho
oiii__rodrigo,consallys
RenildoBrito5,FelipZimmer
oiii__rodrigo,buarqueana13
SilviaC34471888,UdaJuris2022
AndreiaPatroci2,marcosaraujjoo
oiii__rodrigo,euailze
AndreiaPatroci2,joaodomenech
JodinaF,Danicarlasou
Murilr85652911,HelenaMeis
AndreiaPatroci2,buarqueana13
alexand38859437,claudiofalatudo
JAIRNUBIALIMA,FelipZimmer
AstralSandro,buarqueana13
arquitetobraga,KaiolOof
AndreiaPatroci2,adamoantonioni
mauriliofc,Wallcostajf
Murilr85652911,PatriaAmada0709
Wagnerhipolito6,Suzano_info
PAULOQU50298291,Kaiqueporto32
marinezteixeir1,Tio_Mou
AndreiaPatroci2,joaodomenech
alexand38859437,marcosaraujjoo
Sabelhinhaa,_Janoninho
Wagnerhipolito6,Andrisa01
elA58735258,BrunoCalixto22
dulcicechinel_,Wallcostajf
AndreiaPatroci2,OBrizolulista
arquitetobraga,Luisoli21929060
JodinaF,Wallcostajf
AndreiaPatroci2,CarlosS48442375
rooseveltribam3,buarqueana13
arquitetobraga,mmichelemartins
luisalv010474,daniduncan
Fabiana29202402,MarcelaSaraivas
AndreiaPatroci2,cassiooliveir_
Fabiana29202402,consallys
CARMO10813969,MauricioCostaRS
Fabiana29202402,DREEZ_171
arquitetobraga,Karinegtoledo
Soraya41633025,claudiofalatudo
JAIRNUBIALIMA,marianelazaro
Fabiana29202402,euailze
alexand38859437,lucivaniasousa
AndreiaPatroci2,M_Cristian18
alexand38859437,marcosaraujjoo
Fabiana29202402,joaodomenech
AstralSandro,danielmarks17
luisalv010474,lazarorosa25
AndreiaPatroci2,lucivaniasousa
marinezteixeir1,GleissonOpus
AndreiaPatroci2,winsletpaulson
Fabiana29202402,claudiofalatudo
AndreiaPatroci2,CornetaCritica
AndrezaMarks,Claudio25924351
AndreiaPatroci2,kelvin_a10
efbastos,JoaquinTeixeira
Oniramleffe,JoaquinTeixeira
AndreiaPatroci2,queenvermelha13
Oniramleffe,UdaJuris2022
AndreiaPatroci2,AngelJones_13
miniondestro,Norivalrockjr
Wagnerhipolito6,Claudio25924351
Daniel33509009,Tio_Mou
Wagnerhipolito6,vanzuty
mauriliofc,JoaquinTeixeira
AnaPaulaVianabh,Danicarlasou
MariaSouzza1315,OBrizolulista
SilviaC34471888,AspasDireita
TOADTerapia,addrianomax
Mc_Dagora,_Janoninho
MariaSouzza1315,lucivaniasousa
luisalv010474,DREEZ_171
dulcicechinel_,MarloneBHMG
13Danreis,GgmAndrews
luisalv010474,claudiofalatudo
Oniramleffe,RejaneBP38
Wagnerhipolito6,gabrielpaulo221
13Danreis,eoliveira2003
Wagnerhipolito6,CarolPollice
mauriliofc,gabrielpaulo221
zz4fap,MarcianoBrito13
luisalv010474,marcosaraujjoo
SilviaC34471888,goncalves273
SilviaC34471888,CPavanJau
Oniramleffe,Priscil10056408
EveraldoGonalv9,JoaquinTeixeira
arquitetobraga,alexfmotta
SilviaC34471888,WillianWillCG
mauriliofc,GleissonOpus
EurivaldoLima10,_Janoninho
arquitetobraga,joaovoltou
JAIRNUBIALIMA,vanzuty
Wagnerhipolito6,EduPatricioSP
MargaretePaesB4,AlvesContabeis
juracema_de,marcosaraujjoo
AndreiaPatroci2,marcosaraujjoo
AndreiaPatroci2,marcosaraujjoo
Luciene15018770,EdsonFilho74
sa_carlos,daniduncan
Bete90071388,queenvermelha13
AnaPaulaVianabh,UdaJuris2022
sa_carlos,consallys
